Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Notes
0.8170856208651468,1.7043562839733595,1,1.4768336012936094,-1.2413506994674701,1.862572423924465,0
-0.405962540050894,0.7241043562823143,0,-1.5392520916232122,-0.8955332059044799,0.5092692043449434,1
1.2247683411704937,-1.0634138648013565,1,0.2703993241268808,-0.8955332059044799,-0.5317332722546886,1
0.0017201802544529296,-1.0057519867018831,1,-0.9360349530398479,-0.8955332059044799,-1.000184386724523,0
0.8170856208651468,0.3204712095860015,0,0.8736164627102452,0.14191927478449007,0.561319328174925,1
-0.813645260356241,0.49345684388442124,0,1.4768336012936094,0.48773676834748003,0.301068709025017,0
0.0017201802544529296,0.20514745338705503,1,0.2703993241268808,0.48773676834748003,0.4051689566849802,0
1.2247683411704937,-1.409385133398196,1,-1.5392520916232122,0.48773676834748003,-0.6878836437446334,1
0.0017201802544529296,0.43579496578494803,0,0.8736164627102452,-0.8955332059044799,0.301068709025017,0
-0.405962540050894,1.1277375029786272,0,-1.5392520916232122,-1.58716819303046,0.7174696996648698,1
0.0017201802544529296,1.2430612591775736,0,-1.5392520916232122,0.14191927478449007,1.4982215571145938,1
1.2247683411704937,0.5511187219838946,0,-0.3328178144564835,-0.8955332059044799,0.9256701949847962,1
-0.813645260356241,-1.2940613771992495,0,1.4768336012936094,-0.8955332059044799,-1.4686355011943575,1
0.4094029005597999,-1.2940613771992495,0,-1.5392520916232122,-0.8955332059044799,-1.1563347582144679,1
0.0017201802544529296,0.5511187219838946,0,0.2703993241268808,1.17937175547346,0.6654195758348882,1
-1.221327980661588,0.1474855752875818,0,0.2703993241268808,-0.54971571234149,-0.6358335199146519,0
1.2247683411704937,0.20514745338705503,1,0.2703993241268808,-0.20389821877849992,0.6133694520049066,0
0.4094029005597999,0.7817662343817876,1,0.2703993241268808,-0.8955332059044799,0.7695198234948514,0
-1.221327980661588,-0.8904282305029367,1,-1.5392520916232122,1.52518924903645,-1.3124851297044127,0
0.0017201802544529296,0.3204712095860015,0,0.2703993241268808,-1.58716819303046,0.4051689566849802,1
-1.6290107009669348,1.7043562839733595,1,-1.5392520916232122,-0.54971571234149,0.821569947324833,1
0.4094029005597999,1.5313706496749397,0,0.2703993241268808,-1.58716819303046,1.5502716809445753,1
1.6324510614758405,0.26280933148652824,1,0.2703993241268808,0.48773676834748003,0.9256701949847962,1
-1.6290107009669348,0.897089990580734,0,0.2703993241268808,0.48773676834748003,0.09286821370509059,0
-0.813645260356241,-0.486795083806624,0,-0.3328178144564835,-0.54971571234149,-1.0522345105545046,0
0.8170856208651468,-0.42913320570715074,1,0.2703993241268808,-0.20389821877849992,-0.32353277693476223,1
-0.405962540050894,0.5511187219838946,0,0.8736164627102452,1.52518924903645,0.561319328174925,1
1.6324510614758405,0.8394281124812608,1,-0.3328178144564835,0.48773676834748003,1.4461714332846123,1
-0.813645260356241,1.4160468934759933,1,-0.3328178144564835,0.14191927478449007,0.9777203188147778,1
0.0017201802544529296,1.1853993810781003,1,-1.5392520916232122,-0.54971571234149,0.9777203188147778,1
-0.813645260356241,-0.486795083806624,1,0.2703993241268808,-0.54971571234149,-0.8440340152345782,0
0.8170856208651468,-1.4670470114976693,1,1.4768336012936094,-1.2413506994674701,-1.000184386724523,1
